speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Fresh,Brack,Column1
Petrocephalus tanensis,accepted name,11006,Petrocephalus tanensis,Teleostei,Osteoglossiformes,Mormyridae,Petrocephalus,Tana-churchill,TRUE,1,0,
Petrocephalus tenuicauda,accepted name,5216,Petrocephalus tenuicauda,Teleostei,Osteoglossiformes,Mormyridae,Petrocephalus,NA,TRUE,1,0,
Petrocephalus valentini,accepted name,66164,Petrocephalus valentini,Teleostei,Osteoglossiformes,Mormyridae,Petrocephalus,NA,TRUE,1,0,
Petrocephalus wesselsi,accepted name,58263,Petrocephalus wesselsi,Teleostei,Osteoglossiformes,Mormyridae,Petrocephalus,Southern Churchill,TRUE,1,0,
Petrocephalus zakoni,accepted name,66163,Petrocephalus zakoni,Teleostei,Osteoglossiformes,Mormyridae,Petrocephalus,NA,TRUE,1,0,
Petrochromis ephippium,accepted name,8808,Petrochromis ephippium,Teleostei,Cichliformes,Cichlidae,Petrochromis,NA,TRUE,1,0,
Petrochromis famula,accepted name,8802,Petrochromis famula,Teleostei,Cichliformes,Cichlidae,Petrochromis,NA,TRUE,1,0,
Petrochromis fasciolatus,accepted name,8803,Petrochromis fasciolatus,Teleostei,Cichliformes,Cichlidae,Petrochromis,NA,TRUE,1,0,
Petrochromis horii,accepted name,67519,Petrochromis horii,Teleostei,Cichliformes,Cichlidae,Petrochromis,NA,TRUE,1,0,
Petrochromis macrognathus,accepted name,8804,Petrochromis macrognathus,Teleostei,Cichliformes,Cichlidae,Petrochromis,NA,TRUE,1,0,
Petrochromis orthognathus,accepted name,8805,Petrochromis orthognathus,Teleostei,Cichliformes,Cichlidae,Petrochromis,NA,TRUE,1,0,
Petrochromis polyodon,accepted name,8806,Petrochromis polyodon,Teleostei,Cichliformes,Cichlidae,Petrochromis,NA,TRUE,1,0,
Petrochromis trewavasae,accepted name,8807,Petrochromis trewavasae,Teleostei,Cichliformes,Cichlidae,Petrochromis,Threadfin cichlid,TRUE,1,0,
Petromyzon marinus,accepted name,2530,Petromyzon marinus,Petromyzonti,Petromyzontiformes,Petromyzontidae,Petromyzon,Sea lamprey,TRUE,1,1,
Petrotilapia chrysos,accepted name,54241,Petrotilapia chrysos,Teleostei,Cichliformes,Cichlidae,Petrotilapia,NA,TRUE,1,0,
Petrotilapia flaviventris,accepted name,66136,Petrotilapia flaviventris,Teleostei,Cichliformes,Cichlidae,Petrotilapia,NA,TRUE,1,0,
Petrotilapia genalutea,accepted name,2353,Petrotilapia genalutea,Teleostei,Cichliformes,Cichlidae,Petrotilapia,NA,TRUE,1,0,
Petrotilapia microgalana,accepted name,64525,Petrotilapia microgalana,Teleostei,Cichliformes,Cichlidae,Petrotilapia,NA,TRUE,1,0,
Petrotilapia mumboensis,accepted name,66138,Petrotilapia mumboensis,Teleostei,Cichliformes,Cichlidae,Petrotilapia,NA,TRUE,1,0,
Petrotilapia nigra,accepted name,2354,Petrotilapia nigra,Teleostei,Cichliformes,Cichlidae,Petrotilapia,NA,TRUE,1,0,
Petrotilapia palingnathos,accepted name,66137,Petrotilapia palingnathos,Teleostei,Cichliformes,Cichlidae,Petrotilapia,NA,TRUE,1,0,
Petrotilapia pyroscelos,accepted name,66139,Petrotilapia pyroscelos,Teleostei,Cichliformes,Cichlidae,Petrotilapia,NA,TRUE,1,0,
Petrotilapia tridentiger,accepted name,2355,Petrotilapia tridentiger,Teleostei,Cichliformes,Cichlidae,Petrotilapia,NA,TRUE,1,0,
Petrotilapia xanthos,accepted name,66135,Petrotilapia xanthos,Teleostei,Cichliformes,Cichlidae,Petrotilapia,NA,TRUE,1,0,
Phago boulengeri,accepted name,11260,Phago boulengeri,Teleostei,Characiformes,Distichodontidae,Phago,NA,TRUE,1,0,
Phago intermedius,accepted name,11261,Phago intermedius,Teleostei,Characiformes,Distichodontidae,Phago,NA,TRUE,1,0,
Phago loricatus,accepted name,5250,Phago loricatus,Teleostei,Characiformes,Distichodontidae,Phago,African pike-characin,TRUE,1,0,
Phalloceros caudimaculatus,accepted name,4685,Phalloceros caudimaculatus,Teleostei,Cyprinodontiformes,Poeciliidae,Phalloceros,Dusky millions fish,FALSE,1,1,
Pharyngochromis acuticeps,accepted name,6677,Pharyngochromis acuticeps,Teleostei,Cichliformes,Cichlidae,Pharyngochromis,Zambezi bream,TRUE,1,0,
Pharyngochromis darlingi,accepted name,5365,Pharyngochromis darlingi,Teleostei,Cichliformes,Cichlidae,Pharyngochromis,Zambezi happy,TRUE,1,0,
Phenacogrammus aurantiacus,accepted name,11156,Phenacogrammus aurantiacus,Teleostei,Characiformes,Alestidae,Phenacogrammus,NA,TRUE,1,0,
Phenacogrammus bleheri,accepted name,58193,Phenacogrammus bleheri,Teleostei,Characiformes,Alestidae,Phenacogrammus,NA,TRUE,1,0,
Phenacogrammus concolor,accepted name,69814,Phenacogrammus concolor,Teleostei,Characiformes,Alestidae,Phenacogrammus,NA,TRUE,1,0,
Phenacogrammus deheyni,accepted name,11157,Phenacogrammus deheyni,Teleostei,Characiformes,Alestidae,Phenacogrammus,NA,TRUE,1,0,
Phenacogrammus flexus,accepted name,69813,Phenacogrammus flexus,Teleostei,Characiformes,Alestidae,Phenacogrammus,NA,TRUE,1,0,
Phenacogrammus interruptus,accepted name,10660,Phenacogrammus interruptus,Teleostei,Characiformes,Alestidae,Phenacogrammus,Congo tetra,TRUE,1,0,
Phenacogrammus major,accepted name,11160,Phenacogrammus major,Teleostei,Characiformes,Alestidae,Phenacogrammus,NA,TRUE,1,0,
Phenacogrammus polli,accepted name,11161,Phenacogrammus polli,Teleostei,Characiformes,Alestidae,Phenacogrammus,NA,TRUE,1,0,
Phenacogrammus stigmatura,accepted name,12631,Phenacogrammus stigmatura,Teleostei,Characiformes,Alestidae,Phenacogrammus,NA,TRUE,1,0,
Phenacogrammus taeniatus,accepted name,51819,Phenacogrammus taeniatus,Teleostei,Characiformes,Alestidae,Phenacogrammus,NA,TRUE,1,0,
Phenacogrammus urotaenia,accepted name,11162,Phenacogrammus urotaenia,Teleostei,Characiformes,Alestidae,Phenacogrammus,NA,TRUE,1,0,
Phractolaemus ansorgii,accepted name,5226,Phractolaemus ansorgii,Teleostei,Gonorynchiformes,Phractolaemidae,Phractolaemus,Hingemouth,TRUE,1,0,
Phractura ansorgii,accepted name,9431,Phractura ansorgii,Teleostei,Siluriformes,Amphiliidae,Phractura,African whiptailed catfish,TRUE,1,0,
Phractura bovei,accepted name,9430,Phractura bovei,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phractura brevicauda,accepted name,9432,Phractura brevicauda,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phractura clauseni,accepted name,9433,Phractura clauseni,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phractura fasciata,accepted name,9434,Phractura fasciata,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phractura gladysae,accepted name,9435,Phractura gladysae,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phractura intermedia,accepted name,9436,Phractura intermedia,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phractura lindica,accepted name,9437,Phractura lindica,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phractura longicauda,accepted name,9438,Phractura longicauda,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phractura macrura,accepted name,9439,Phractura macrura,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phractura scaphyrhynchura,accepted name,9440,Phractura scaphyrhynchura,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phractura tenuicauda,accepted name,9441,Phractura tenuicauda,Teleostei,Siluriformes,Amphiliidae,Phractura,NA,TRUE,1,0,
Phreatichthys andruzzii,accepted name,11610,Garra andruzzii,Teleostei,Cypriniformes,Cyprinidae,Garra,Somalian cavefish,TRUE,1,0,
Phyllonemus brichardi,accepted name,60381,Phyllonemus brichardi,Teleostei,Siluriformes,Claroteidae,Phyllonemus,NA,TRUE,1,0,
Phyllonemus filinemus,accepted name,9359,Phyllonemus filinemus,Teleostei,Siluriformes,Claroteidae,Phyllonemus,NA,TRUE,1,0,
Phyllonemus typus,accepted name,9358,Phyllonemus typus,Teleostei,Siluriformes,Claroteidae,Phyllonemus,Spatula-barbeled catfish,TRUE,1,0,
Pisodonophis boro,accepted name,8055,Pisodonophis boro,Teleostei,Anguilliformes,Ophichthidae,Pisodonophis,Rice-paddy eel,TRUE,1,1,
Pisodonophis cancrivorus,accepted name,8054,Pisodonophis cancrivorus,Teleostei,Anguilliformes,Ophichthidae,Pisodonophis,Longfin snake-eel,TRUE,1,1,
Placidochromis acuticeps,accepted name,62391,Placidochromis acuticeps,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis acutirostris,accepted name,62392,Placidochromis acutirostris,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis argyrogaster,accepted name,62393,Placidochromis argyrogaster,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis boops,accepted name,62390,Placidochromis boops,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis borealis,accepted name,62389,Placidochromis borealis,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis chilolae,accepted name,62388,Placidochromis chilolae,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis communis,accepted name,62386,Placidochromis communis,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis domirae,accepted name,62394,Placidochromis domirae,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis ecclesi,accepted name,62395,Placidochromis ecclesi,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis electra,accepted name,2147,Placidochromis electra,Teleostei,Cichliformes,Cichlidae,Placidochromis,Deep-water hap,TRUE,1,0,
Placidochromis elongatus,accepted name,62396,Placidochromis elongatus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis fuscus,accepted name,62397,Placidochromis fuscus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis hennydaviesae,accepted name,2146,Placidochromis hennydaviesae,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis intermedius,accepted name,62398,Placidochromis intermedius,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis johnstoni,accepted name,2149,Placidochromis johnstoni,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis koningsi,accepted name,62387,Placidochromis koningsi,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis lineatus,accepted name,62399,Placidochromis lineatus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis longimanus,accepted name,2144,Placidochromis longimanus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis longirostris,accepted name,62400,Placidochromis longirostris,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis longus,accepted name,62401,Placidochromis longus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis lukomae,accepted name,62402,Placidochromis lukomae,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis macroceps,accepted name,62385,Placidochromis macroceps,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis macrognathus,accepted name,62384,Placidochromis macrognathus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis mbunoides,accepted name,62378,Placidochromis mbunoides,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis milomo,accepted name,2148,Placidochromis milomo,Teleostei,Cichliformes,Cichlidae,Placidochromis,Super VC-10 hap,TRUE,1,0,
Placidochromis minor,accepted name,62381,Placidochromis minor,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis minutus,accepted name,62380,Placidochromis minutus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis msakae,accepted name,62379,Placidochromis msakae,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis nigribarbis,accepted name,62403,Placidochromis nigribarbis,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis nkhatae,accepted name,62404,Placidochromis nkhatae,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis nkhotakotae,accepted name,62405,Placidochromis nkhotakotae,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis obscurus,accepted name,62406,Placidochromis obscurus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis ordinarius,accepted name,62407,Placidochromis ordinarius,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis orthognathus,accepted name,62408,Placidochromis orthognathus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis pallidus,accepted name,62409,Placidochromis pallidus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis phenochilus,accepted name,2305,Placidochromis phenochilus,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis platyrhynchos,accepted name,62410,Placidochromis platyrhynchos,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis polli,accepted name,2307,Placidochromis polli,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis rotundifrons,accepted name,62411,Placidochromis rotundifrons,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis subocularis,accepted name,2150,Placidochromis subocularis,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis trewavasae,accepted name,62377,Placidochromis trewavasae,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis turneri,accepted name,62376,Placidochromis turneri,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Placidochromis vulgaris,accepted name,62412,Placidochromis vulgaris,Teleostei,Cichliformes,Cichlidae,Placidochromis,NA,TRUE,1,0,
Planiliza alata,accepted name,7861,Planiliza alata,Teleostei,Mugiliformes,Mugilidae,Planiliza,Diamond mullet,TRUE,1,1,
Planiliza macrolepis,accepted name,4816,Planiliza macrolepis,Teleostei,Mugiliformes,Mugilidae,Planiliza,Largescale mullet,TRUE,1,1,
Planiliza melinoptera,accepted name,5655,Planiliza melinoptera,Teleostei,Mugiliformes,Mugilidae,Planiliza,Otomebora mullet,TRUE,1,1,
Planiliza planiceps,accepted name,4820,Planiliza planiceps,Teleostei,Mugiliformes,Mugilidae,Planiliza,Tade gray mullet,TRUE,1,1,
Planiliza subviridis,accepted name,4819,Planiliza subviridis,Teleostei,Mugiliformes,Mugilidae,Planiliza,Greenback mullet,TRUE,1,1,
Plataplochilus cabindae,accepted name,9698,Plataplochilus cabindae,Teleostei,Cyprinodontiformes,Procatopodidae,Plataplochilus,NA,TRUE,1,0,
Plataplochilus eliasi,accepted name,69636,Plataplochilus eliasi,Teleostei,Cyprinodontiformes,Procatopodidae,Plataplochilus,NA,TRUE,1,0,
Plataplochilus loemensis,accepted name,55966,Plataplochilus loemensis,Teleostei,Cyprinodontiformes,Procatopodidae,Plataplochilus,Loeme lampeye,TRUE,1,0,
Plataplochilus miltotaenia,accepted name,9699,Plataplochilus miltotaenia,Teleostei,Cyprinodontiformes,Procatopodidae,Plataplochilus,Red striped lampeye,TRUE,1,0,
Plataplochilus ngaensis,accepted name,9700,Plataplochilus ngaensis,Teleostei,Cyprinodontiformes,Procatopodidae,Plataplochilus,Nga lampeye,TRUE,1,0,
Platichthys flesus,accepted name,1341,Platichthys flesus,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,European flounder,TRUE,1,1,
Platyallabes tihoni,accepted name,9469,Platyallabes tihoni,Teleostei,Siluriformes,Clariidae,Platyallabes,NA,TRUE,1,0,
Platyclarias machadoi,accepted name,9470,Platyclarias machadoi,Teleostei,Siluriformes,Clariidae,Platyclarias,NA,TRUE,1,0,
Platypanchax modestus,accepted name,9692,Platypanchax modestus,Teleostei,Cyprinodontiformes,Procatopodidae,Platypanchax,Ruwenzori lampeye,TRUE,1,0,
Plecodus elaviae,accepted name,8812,Plecodus elaviae,Teleostei,Cichliformes,Cichlidae,Plecodus,NA,TRUE,1,0,
Plecodus multidentatus,accepted name,8813,Plecodus multidentatus,Teleostei,Cichliformes,Cichlidae,Plecodus,NA,TRUE,1,0,
Plecodus straeleni,accepted name,8815,Plecodus straeleni,Teleostei,Cichliformes,Cichlidae,Plecodus,NA,TRUE,1,0,
Plectorhinchus gibbosus,accepted name,6366,Plectorhinchus gibbosus,Teleostei,Eupercaria/misc,Haemulidae,Plectorhinchus,Harry hotlips,TRUE,1,1,
Plicofollis dussumieri,accepted name,1287,Plicofollis dussumieri,Teleostei,Siluriformes,Ariidae,Plicofollis,Blacktip sea catfish,TRUE,1,1,
Plicofollis polystaphylodon,accepted name,1293,Plicofollis polystaphylodon,Teleostei,Siluriformes,Ariidae,Plicofollis,Mozambique sea catfish,TRUE,1,1,
Plotosus limbatus,accepted name,5516,Plotosus limbatus,Teleostei,Siluriformes,Plotosidae,Plotosus,Darkfin eel catfish,TRUE,1,1,
Plotosus nkunga,accepted name,7900,Plotosus nkunga,Teleostei,Siluriformes,Plotosidae,Plotosus,Stinging eel catfish,TRUE,1,1,
Poecilia latipinna,accepted name,3226,Poecilia latipinna,Teleostei,Cyprinodontiformes,Poeciliidae,Poecilia,Sailfin molly,FALSE,1,1,
Poecilia reticulata,accepted name,3228,Poecilia reticulata,Teleostei,Cyprinodontiformes,Poeciliidae,Poecilia,Guppy,FALSE,1,1,
Pollimyrus adspersus,accepted name,5223,Pollimyrus adspersus,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus brevis,accepted name,11021,Pollimyrus brevis,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus castelnaui,accepted name,8769,Pollimyrus castelnaui,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,Dwarf stonebasher,TRUE,1,0,
Pollimyrus cuandoensis,accepted name,67504,Pollimyrus cuandoensis,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus eburneensis,accepted name,5220,Pollimyrus eburneensis,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus guttatus,accepted name,11011,Pollimyrus guttatus,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus isidori,accepted name,5222,Pollimyrus isidori,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,Elephant Fish,TRUE,1,0,
Pollimyrus maculipinnis,accepted name,11026,Pollimyrus maculipinnis,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus marianne,accepted name,62293,Pollimyrus marianne,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus nigricans,accepted name,11028,Pollimyrus nigricans,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,Dark stonebasher,TRUE,1,0,
Pollimyrus nigripinnis,accepted name,11029,Pollimyrus nigripinnis,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus pedunculatus,accepted name,11030,Pollimyrus pedunculatus,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus petricolus,accepted name,5221,Pollimyrus petricolus,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus plagiostoma,accepted name,11032,Pollimyrus plagiostoma,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus pulverulentus,accepted name,11033,Pollimyrus pulverulentus,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus schreyeni,accepted name,11034,Pollimyrus schreyeni,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus stappersii,accepted name,11035,Pollimyrus stappersii,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Pollimyrus tumifrons,accepted name,11037,Pollimyrus tumifrons,Teleostei,Osteoglossiformes,Mormyridae,Pollimyrus,NA,TRUE,1,0,
Polycentropsis abbreviata,accepted name,9917,Polycentropsis abbreviata,Teleostei,Ovalentaria/misc,Polycentridae,Polycentropsis,African leaffish,TRUE,1,0,
Polydactylus quadrifilis,accepted name,5002,Polydactylus quadrifilis,Teleostei,Carangaria/misc,Polynemidae,Polydactylus,Giant African threadfin,TRUE,1,1,
Polydactylus sexfilis,accepted name,6416,Polydactylus sexfilis,Teleostei,Carangaria/misc,Polynemidae,Polydactylus,Sixfinger threadfin,TRUE,1,1,
Polypterus ansorgii,accepted name,5005,Polypterus ansorgii,Cladistii,Polypteriformes,Polypteridae,Polypterus,Guinean bichir,TRUE,1,0,
Polypterus bichir,accepted name,5020,Polypterus bichir,Cladistii,Polypteriformes,Polypteridae,Polypterus,Nile bichir,TRUE,1,0,
Polypterus congicus,accepted name,10818,Polypterus congicus,Cladistii,Polypteriformes,Polypteridae,Polypterus,NA,TRUE,1,0,
Polypterus delhezi,accepted name,8116,Polypterus delhezi,Cladistii,Polypteriformes,Polypteridae,Polypterus,Barred bichir,TRUE,1,0,
Polypterus endlicherii,accepted name,2385,Polypterus endlicherii,Cladistii,Polypteriformes,Polypteridae,Polypterus,Saddled bichir,TRUE,1,0,
Polypterus mokelembembe,accepted name,62584,Polypterus mokelembembe,Cladistii,Polypteriformes,Polypteridae,Polypterus,NA,TRUE,1,0,
Polypterus ornatipinnis,accepted name,8115,Polypterus ornatipinnis,Cladistii,Polypteriformes,Polypteridae,Polypterus,Ornate bichir,TRUE,1,0,
Polypterus palmas,accepted name,2386,Polypterus palmas,Cladistii,Polypteriformes,Polypteridae,Polypterus,Shortfin bichir,TRUE,1,0,
Polypterus polli,accepted name,51589,Polypterus polli,Cladistii,Polypteriformes,Polypteridae,Polypterus,Poll's bichir,TRUE,1,0,
Polypterus retropinnis,accepted name,2387,Polypterus retropinnis,Cladistii,Polypteriformes,Polypteridae,Polypterus,West African bichir,TRUE,1,0,
Polypterus senegalus,accepted name,5024,Polypterus senegalus,Cladistii,Polypteriformes,Polypteridae,Polypterus,Gray bichir,TRUE,1,0,
Polypterus teugelsi,accepted name,61725,Polypterus teugelsi,Cladistii,Polypteriformes,Polypteridae,Polypterus,NA,TRUE,1,0,
Polypterus weeksii,accepted name,8114,Polypterus weeksii,Cladistii,Polypteriformes,Polypteridae,Polypterus,Mottled bichir,TRUE,1,0,
Pomadasys argenteus,accepted name,399,Pomadasys argenteus,Teleostei,Eupercaria/misc,Haemulidae,Pomadasys,Silver grunt,TRUE,1,1,
Pomadasys jubelini,accepted name,4708,Pomadasys jubelini,Teleostei,Eupercaria/misc,Haemulidae,Pomadasys,Sompat grunt,TRUE,1,1,
Pomatoschistus marmoratus,accepted name,9191,Pomatoschistus marmoratus,Teleostei,Gobiiformes,Gobiidae,Pomatoschistus,Marbled goby,TRUE,1,1,
Pomatoschistus microps,accepted name,1344,Pomatoschistus microps,Teleostei,Gobiiformes,Gobiidae,Pomatoschistus,Common goby,TRUE,1,1,
Porogobius schlegelii,accepted name,9984,Porogobius schlegelii,Teleostei,Gobiiformes,Gobiidae,Porogobius,NA,TRUE,1,1,
Poropanchax luxophthalmus,accepted name,65890,Poropanchax luxophthalmus,Teleostei,Cyprinodontiformes,Procatopodidae,Poropanchax,NA,TRUE,1,0,
Poropanchax normani,accepted name,2462,Poropanchax normani,Teleostei,Cyprinodontiformes,Procatopodidae,Poropanchax,Norman's lampeye,TRUE,1,0,
Poropanchax pepo,accepted name,69075,Poropanchax pepo,Teleostei,Cyprinodontiformes,Procatopodidae,Poropanchax,NA,TRUE,1,0,
Poropanchax rancureli,accepted name,2464,Poropanchax rancureli,Teleostei,Cyprinodontiformes,Procatopodidae,Poropanchax,Rancurel's lampeye,TRUE,1,0,
Poropanchax scheeli,accepted name,9679,Poropanchax scheeli,Teleostei,Cyprinodontiformes,Procatopodidae,Poropanchax,Scheel's lampeye,TRUE,1,0,
Poropanchax stigmatopygus,accepted name,62026,Poropanchax stigmatopygus,Teleostei,Cyprinodontiformes,Procatopodidae,Poropanchax,NA,TRUE,1,0,
Potamothrissa acutirostris,accepted name,1546,Potamothrissa acutirostris,Teleostei,Clupeiformes,Dorosomatidae,Potamothrissa,Sharpnosed sawtooth pellonuline,TRUE,1,0,
Potamothrissa obtusirostris,accepted name,1547,Potamothrissa obtusirostris,Teleostei,Clupeiformes,Dorosomatidae,Potamothrissa,Bluntnosed sawtooth pellonuline,TRUE,1,0,
Potamothrissa whiteheadi,accepted name,1548,Potamothrissa whiteheadi,Teleostei,Clupeiformes,Dorosomatidae,Potamothrissa,Whitehead's sawtooth pellonuline,TRUE,1,0,
Pristis microdon,accepted name,2546,Pristis microdon,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,Largetooth sawfish,TRUE,1,1,
Pristis pectinata,accepted name,2057,Pristis pectinata,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,Smalltooth sawfish,TRUE,1,1,
Pristis perotteti,accepted name,51176,Pristis perotteti,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,Large-tooth sawfish,TRUE,1,1,
Pristis pristis,accepted name,8940,Pristis pristis,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,Common sawfish,TRUE,1,1,
Pristis zijsron,accepted name,7956,Pristis zijsron,Elasmobranchii,Rhinopristiformes,Pristidae,Pristis,Longcomb sawfish,TRUE,1,1,
Procatopus aberrans,accepted name,9702,Procatopus aberrans,Teleostei,Cyprinodontiformes,Procatopodidae,Procatopus,Bluegreen lampeye,TRUE,1,0,
Procatopus nototaenia,accepted name,9703,Procatopus nototaenia,Teleostei,Cyprinodontiformes,Procatopodidae,Procatopus,Large finned lampeye,TRUE,1,0,
Procatopus similis,accepted name,9704,Procatopus similis,Teleostei,Cyprinodontiformes,Procatopodidae,Procatopus,Variable lampeye,TRUE,1,0,
Prolabeo batesi,accepted name,5293,Prolabeo batesi,Teleostei,Cypriniformes,Cyprinidae,Prolabeo,NA,TRUE,1,0,
Prolabeops melanhypopterus,accepted name,11611,Prolabeops melanhypopterus,Teleostei,Cypriniformes,Cyprinidae,Prolabeops,NA,TRUE,1,0,
Prolabeops nyongensis,accepted name,61466,Prolabeops nyongensis,Teleostei,Cypriniformes,Cyprinidae,Prolabeops,NA,TRUE,1,0,
Pronothobranchius chirioi,accepted name,68043,Pronothobranchius chirioi,Teleostei,Cyprinodontiformes,Nothobranchiidae,Pronothobranchius,NA,TRUE,1,0,
