speciesName,status,fbSpecCode,validName,class,order,family,genus,commonName,commonSpecies,Fresh,Brack,Column1
Pronothobranchius gambiensis,accepted name,68046,Pronothobranchius gambiensis,Teleostei,Cyprinodontiformes,Nothobranchiidae,Pronothobranchius,NA,TRUE,1,1,
Pronothobranchius kiyawensis,accepted name,9881,Pronothobranchius kiyawensis,Teleostei,Cyprinodontiformes,Nothobranchiidae,Pronothobranchius,NA,TRUE,1,0,
Pronothobranchius seymouri,accepted name,68047,Pronothobranchius seymouri,Teleostei,Cyprinodontiformes,Nothobranchiidae,Pronothobranchius,NA,TRUE,1,0,
Protomelas annectens,accepted name,2121,Protomelas annectens,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas dejunctus,accepted name,52353,Protomelas dejunctus,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas fenestratus,accepted name,2122,Protomelas fenestratus,Teleostei,Cichliformes,Cichlidae,Protomelas,Fenestratus,TRUE,1,0,
Protomelas insignis,accepted name,2120,Protomelas insignis,Teleostei,Cichliformes,Cichlidae,Protomelas,One-and-a-half-stripe hap,TRUE,1,0,
Protomelas kirkii,accepted name,2112,Protomelas kirkii,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas krampus,accepted name,69156,Protomelas krampus,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas labridens,accepted name,2113,Protomelas labridens,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas macrodon,accepted name,2115,Protomelas macrodon,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas marginatus,accepted name,2117,Protomelas marginatus,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas pleurotaenia,accepted name,2114,Protomelas pleurotaenia,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas similis,accepted name,2116,Protomelas similis,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas spilonotus,accepted name,2119,Protomelas spilonotus,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas spilopterus,accepted name,2126,Protomelas spilopterus,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas taeniolatus,accepted name,2123,Protomelas taeniolatus,Teleostei,Cichliformes,Cichlidae,Protomelas,Spindle hap,TRUE,1,0,
Protomelas triaenodon,accepted name,2125,Protomelas triaenodon,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protomelas virgatus,accepted name,2124,Protomelas virgatus,Teleostei,Cichliformes,Cichlidae,Protomelas,NA,TRUE,1,0,
Protopterus aethiopicus,accepted name,8734,Protopterus aethiopicus,Dipneusti,Ceratodontiformes,Protopteridae,Protopterus,Marbled lungfish,TRUE,1,0,
Protopterus amphibius,accepted name,8735,Protopterus amphibius,Dipneusti,Ceratodontiformes,Protopteridae,Protopterus,Gilled lungfish,TRUE,1,0,
Protopterus annectens,accepted name,2384,Protopterus annectens,Dipneusti,Ceratodontiformes,Protopteridae,Protopterus,West African lungfish,TRUE,1,0,
Protopterus dolloi,accepted name,8736,Protopterus dolloi,Dipneusti,Ceratodontiformes,Protopteridae,Protopterus,Slender lungfish,TRUE,1,0,
Psammogobius biocellatus,accepted name,9946,Psammogobius biocellatus,Teleostei,Gobiiformes,Gobiidae,Psammogobius,Sleepy goby,TRUE,1,1,
Psammphiletria delicata,accepted name,61622,Psammphiletria delicata,Teleostei,Siluriformes,Amphiliidae,Psammphiletria,NA,TRUE,1,0,
Psammphiletria nasuta,accepted name,61623,Psammphiletria nasuta,Teleostei,Siluriformes,Amphiliidae,Psammphiletria,NA,TRUE,1,0,
Pseudobarbus afer,accepted name,9817,Pseudobarbus afer,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Eastern Cape redfin,TRUE,1,0,
Pseudobarbus asper,accepted name,9924,Pseudobarbus asper,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Smallscale redfin,TRUE,1,0,
Pseudobarbus burchelli,accepted name,6137,Pseudobarbus burchelli,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Burchell's redfin,TRUE,1,0,
Pseudobarbus burgi,accepted name,6138,Pseudobarbus burgi,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Berg redfin,TRUE,1,0,
Pseudobarbus phlegethon,accepted name,6139,Pseudobarbus phlegethon,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Fiery redfin,TRUE,1,0,
Pseudobarbus quathlambae,accepted name,6140,Pseudobarbus quathlambae,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Maluti minnow,TRUE,1,0,
Pseudobarbus senticeps,accepted name,68176,Pseudobarbus senticeps,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,NA,TRUE,1,0,
Pseudobarbus skeltoni,accepted name,67147,Pseudobarbus skeltoni,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Giant redfin,TRUE,1,0,
Pseudobarbus swartzi,accepted name,68174,Pseudobarbus swartzi,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Gamtoos redfin,TRUE,1,0,
Pseudobarbus tenuis,accepted name,6097,Pseudobarbus tenuis,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Slender redfin,TRUE,1,0,
Pseudobarbus verloreni,accepted name,67576,Pseudobarbus verloreni,Teleostei,Cypriniformes,Cyprinidae,Pseudobarbus,Verlorenvlei redfin,TRUE,1,0,
Pseudocrenilabrus multicolor,accepted name,6894,Pseudocrenilabrus multicolor,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Egyptian mouth-brooder,TRUE,1,0,
Pseudocrenilabrus nicholsi,accepted name,6896,Pseudocrenilabrus nicholsi,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,NA,TRUE,1,0,
Pseudocrenilabrus philander,accepted name,6891,Pseudocrenilabrus philander,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Southern mouthbrooder,TRUE,1,0,
Pseudocrenilabrus pyrrhocaudalis,accepted name,68155,Pseudocrenilabrus pyrrhocaudalis,Teleostei,Cichliformes,Cichlidae,Pseudocrenilabrus,Fire-tailed Pseudocrenilabrus,TRUE,1,0,
Pseudomyxus capensis,accepted name,6334,Pseudomyxus capensis,Teleostei,Mugiliformes,Mugilidae,Pseudomyxus,Freshwater mullet,TRUE,1,1,
Pseudophoxinus callensis,accepted name,11612,Pseudophoxinus callensis,Teleostei,Cypriniformes,Leuciscidae,Pseudophoxinus,NA,TRUE,1,0,
Pseudorasbora parva,accepted name,4691,Pseudorasbora parva,Teleostei,Cypriniformes,Gobionidae,Pseudorasbora,Stone moroko,FALSE,1,1,
Pseudosimochromis babaulti,accepted name,7953,Pseudosimochromis babaulti,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,1,0,
Pseudosimochromis curvifrons,accepted name,8819,Pseudosimochromis curvifrons,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,1,0,
Pseudosimochromis margaretae,accepted name,8858,Pseudosimochromis margaretae,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,1,0,
Pseudosimochromis marginatus,accepted name,8859,Pseudosimochromis marginatus,Teleostei,Cichliformes,Cichlidae,Pseudosimochromis,NA,TRUE,1,0,
Pseudotanganikallabes prognatha,accepted name,69152,Pseudotanganikallabes prognatha,Teleostei,Siluriformes,Clariidae,Pseudotanganikallabes,NA,TRUE,1,0,
Pseudotolithus elongatus,accepted name,433,Pseudotolithus elongatus,Teleostei,Eupercaria/misc,Sciaenidae,Pseudotolithus,Bobo croaker,TRUE,1,1,
Pseudotolithus epipercus,accepted name,10200,Pseudotolithus epipercus,Teleostei,Eupercaria/misc,Sciaenidae,Pseudotolithus,Guinea croaker,TRUE,1,1,
Pseudotropheus benetos,accepted name,46262,Pseudotropheus benetos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus brevis,accepted name,8360,Pseudotropheus brevis,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus crabro,accepted name,2359,Pseudotropheus crabro,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus cyaneorhabdos,accepted name,46243,Pseudotropheus cyaneorhabdos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus elegans,accepted name,2362,Pseudotropheus elegans,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus fuscoides,accepted name,2366,Pseudotropheus fuscoides,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus fuscus,accepted name,2367,Pseudotropheus fuscus,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus galanos,accepted name,59148,Pseudotropheus galanos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus interruptus,accepted name,8359,Pseudotropheus interruptus,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus johannii,accepted name,2346,Pseudotropheus johannii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,Bluegray mbuna,TRUE,1,0,
Pseudotropheus livingstonii,accepted name,2373,Pseudotropheus livingstonii,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus perileucos,accepted name,46259,Pseudotropheus perileucos,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus perspicax,accepted name,2350,Pseudotropheus perspicax,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus purpuratus,accepted name,8340,Pseudotropheus purpuratus,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus tursiops,accepted name,2382,Pseudotropheus tursiops,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,NA,TRUE,1,0,
Pseudotropheus williamsi,accepted name,8344,Pseudotropheus williamsi,Teleostei,Cichliformes,Cichlidae,Pseudotropheus,Red top williamsi,TRUE,1,0,
Pterochromis congicus,accepted name,8820,Pterochromis congicus,Teleostei,Cichliformes,Cichlidae,Pterochromis,NA,TRUE,1,0,
Ptychochromis curvidens,accepted name,62933,Ptychochromis curvidens,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,1,0,
Ptychochromis ernestmagnusi,accepted name,65593,Ptychochromis ernestmagnusi,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,1,0,
Ptychochromis grandidieri,accepted name,61566,Ptychochromis grandidieri,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,1,1,
Ptychochromis inornatus,accepted name,59100,Ptychochromis inornatus,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,1,1,
Ptychochromis insolitus,accepted name,62937,Ptychochromis insolitus,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,1,0,
Ptychochromis loisellei,accepted name,62932,Ptychochromis loisellei,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,1,0,
Ptychochromis mainty,accepted name,68158,Ptychochromis mainty,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,1,0,
Ptychochromis makira,accepted name,62922,Ptychochromis makira,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,1,0,
Ptychochromis oligacanthus,accepted name,8821,Ptychochromis oligacanthus,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,1,1,
Ptychochromis onilahy,accepted name,62921,Ptychochromis onilahy,Teleostei,Cichliformes,Cichlidae,Ptychochromis,NA,TRUE,1,0,
Ptychochromoides betsileanus,accepted name,8822,Ptychochromoides betsileanus,Teleostei,Cichliformes,Cichlidae,Ptychochromoides,NA,TRUE,1,0,
Ptychochromoides itasy,accepted name,62066,Ptychochromoides itasy,Teleostei,Cichliformes,Cichlidae,Ptychochromoides,NA,TRUE,1,0,
Ptychochromoides vondrozo,accepted name,58344,Ptychochromoides vondrozo,Teleostei,Cichliformes,Cichlidae,Ptychochromoides,NA,TRUE,1,0,
Pungu maclareni,accepted name,6327,Pungu maclareni,Teleostei,Cichliformes,Cichlidae,Pungu,NA,TRUE,1,0,
Raiamas ansorgii,accepted name,12710,Raiamas ansorgii,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas batesii,accepted name,11615,Raiamas batesii,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas brachyrhabdotos,accepted name,69134,Raiamas brachyrhabdotos,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas buchholzi,accepted name,12711,Raiamas buchholzi,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas christyi,accepted name,11603,Raiamas christyi,Teleostei,Cypriniformes,Danionidae,Raiamas,Coppernose barb,TRUE,1,0,
Raiamas intermedius,accepted name,11389,Raiamas intermedius,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas kheeli,accepted name,62866,Raiamas kheeli,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas levequei,accepted name,5278,Raiamas levequei,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas longirostris,accepted name,12713,Raiamas longirostris,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas marqueti,accepted name,69133,Raiamas marqueti,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas moorii,accepted name,10347,Raiamas moorii,Teleostei,Cypriniformes,Danionidae,Raiamas,Lake Rukwa minnow,TRUE,1,0,
Raiamas nigeriensis,accepted name,5279,Raiamas nigeriensis,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas salmolucius,accepted name,12718,Raiamas salmolucius,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas scarciensis,accepted name,5277,Raiamas scarciensis,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas senegalensis,accepted name,5276,Raiamas senegalensis,Teleostei,Cypriniformes,Danionidae,Raiamas,Senegal minnow,TRUE,1,0,
Raiamas shariensis,accepted name,11621,Raiamas shariensis,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Raiamas steindachneri,accepted name,5280,Raiamas steindachneri,Teleostei,Cypriniformes,Danionidae,Raiamas,NA,TRUE,1,0,
Rasbora gerlachi,accepted name,60448,Rasbora gerlachi,Teleostei,Cypriniformes,Danionidae,Rasbora,NA,TRUE,1,0,
Rastrineobola argentea,accepted name,281,Rastrineobola argentea,Teleostei,Cypriniformes,Danionidae,Rastrineobola,Silver cyprinid,TRUE,1,0,
Ratsirakia legendrei,accepted name,10025,Ratsirakia legendrei,Teleostei,Gobiiformes,Eleotridae,Ratsirakia,NA,TRUE,1,0,
Redigobius balteatus,accepted name,11817,Redigobius balteatus,Teleostei,Gobiiformes,Gobiidae,Redigobius,Rhinohorn goby,TRUE,1,1,
Redigobius bikolanus,accepted name,11818,Redigobius bikolanus,Teleostei,Gobiiformes,Gobiidae,Redigobius,Speckled goby,TRUE,1,1,
Redigobius dewaali,accepted name,6346,Redigobius dewaali,Teleostei,Gobiiformes,Gobiidae,Redigobius,Checked goby,TRUE,1,1,
Reganochromis calliurus,accepted name,8823,Reganochromis calliurus,Teleostei,Cichliformes,Cichlidae,Reganochromis,NA,TRUE,1,0,
Rhabdalestes aeratis,accepted name,62454,Rhabdalestes aeratis,Teleostei,Characiformes,Alestidae,Rhabdalestes,NA,TRUE,1,0,
Rhabdalestes brevidorsalis,accepted name,5245,Rhabdalestes brevidorsalis,Teleostei,Characiformes,Alestidae,Rhabdalestes,NA,TRUE,1,0,
Rhabdalestes maunensis,accepted name,11165,Rhabdalestes maunensis,Teleostei,Characiformes,Alestidae,Rhabdalestes,Okavango robber,TRUE,1,0,
Rhabdalestes rhodesiensis,accepted name,11166,Rhabdalestes rhodesiensis,Teleostei,Characiformes,Alestidae,Rhabdalestes,Slender robber,TRUE,1,0,
Rhabdalestes septentrionalis,accepted name,5246,Rhabdalestes septentrionalis,Teleostei,Characiformes,Alestidae,Rhabdalestes,NA,TRUE,1,0,
Rhabdalestes tangensis,accepted name,11167,Rhabdalestes tangensis,Teleostei,Characiformes,Alestidae,Rhabdalestes,Pangani robber,TRUE,1,0,
Rhabdalestes yokai,accepted name,64810,Rhabdalestes yokai,Teleostei,Characiformes,Alestidae,Rhabdalestes,NA,TRUE,1,0,
Rhabdosargus thorpei,accepted name,7936,Rhabdosargus thorpei,Teleostei,Eupercaria/misc,Sparidae,Rhabdosargus,Bigeye stumpnose,TRUE,1,1,
Rhamphochromis esox,accepted name,2306,Rhamphochromis esox,Teleostei,Cichliformes,Cichlidae,Rhamphochromis,NA,TRUE,1,0,
Rhamphochromis ferox,accepted name,2303,Rhamphochromis ferox,Teleostei,Cichliformes,Cichlidae,Rhamphochromis,NA,TRUE,1,0,
Rhamphochromis longiceps,accepted name,2297,Rhamphochromis longiceps,Teleostei,Cichliformes,Cichlidae,Rhamphochromis,Tigerfish,TRUE,1,0,
Rhamphochromis lucius,accepted name,2301,Rhamphochromis lucius,Teleostei,Cichliformes,Cichlidae,Rhamphochromis,NA,TRUE,1,0,
Rhamphochromis macrophthalmus,accepted name,2298,Rhamphochromis macrophthalmus,Teleostei,Cichliformes,Cichlidae,Rhamphochromis,NA,TRUE,1,0,
Rhamphochromis woodi,accepted name,2302,Rhamphochromis woodi,Teleostei,Cichliformes,Cichlidae,Rhamphochromis,NA,TRUE,1,0,
Rheocles alaotrensis,accepted name,9884,Rheocles alaotrensis,Teleostei,Atheriniformes,Bedotiidae,Rheocles,Katrana,TRUE,1,0,
Rheocles derhami,accepted name,58323,Rheocles derhami,Teleostei,Atheriniformes,Bedotiidae,Rheocles,NA,TRUE,1,0,
Rheocles lateralis,accepted name,10533,Rheocles lateralis,Teleostei,Atheriniformes,Bedotiidae,Rheocles,NA,TRUE,1,0,
Rheocles pellegrini,accepted name,9886,Rheocles pellegrini,Teleostei,Atheriniformes,Bedotiidae,Rheocles,NA,TRUE,1,0,
Rheocles sikorae,accepted name,9885,Rheocles sikorae,Teleostei,Atheriniformes,Bedotiidae,Rheocles,NA,TRUE,1,0,
Rheocles vatosoa,accepted name,59769,Rheocles vatosoa,Teleostei,Atheriniformes,Bedotiidae,Rheocles,NA,TRUE,1,0,
Rheocles wrightae,accepted name,10535,Rheocles wrightae,Teleostei,Atheriniformes,Bedotiidae,Rheocles,NA,TRUE,1,0,
Rhexipanchax kabae,accepted name,9658,Rhexipanchax kabae,Teleostei,Cyprinodontiformes,Procatopodidae,Rhexipanchax,NA,TRUE,1,0,
Rhexipanchax lamberti,accepted name,9662,Rhexipanchax lamberti,Teleostei,Cyprinodontiformes,Procatopodidae,Rhexipanchax,Lambert's lampeye,TRUE,1,0,
Rhexipanchax nimbaensis,accepted name,2460,Rhexipanchax nimbaensis,Teleostei,Cyprinodontiformes,Procatopodidae,Rhexipanchax,Mt. Nimba lampeye,TRUE,1,0,
Rhexipanchax schiotzi,accepted name,2466,Rhexipanchax schiotzi,Teleostei,Cyprinodontiformes,Procatopodidae,Rhexipanchax,Schiøtz' lampeye,TRUE,1,0,
Rhizoprionodon acutus,accepted name,899,Rhizoprionodon acutus,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Rhizoprionodon,Milk shark,TRUE,1,1,
Rhynchorhamphus georgii,accepted name,4666,Rhynchorhamphus georgii,Teleostei,Beloniformes,Hemiramphidae,Rhynchorhamphus,Long billed half beak,TRUE,1,1,
Rutilus rutilus,accepted name,272,Rutilus rutilus,Teleostei,Cypriniformes,Leuciscidae,Rutilus,Roach,FALSE,1,1,
Salaria atlantica,accepted name,66697,Salariopsis atlantica,Teleostei,Blenniiformes,Blenniidae,Salariopsis,NA,TRUE,1,0,
Salaria fluviatilis,accepted name,4877,Salariopsis fluviatilis,Teleostei,Blenniiformes,Blenniidae,Salariopsis,Freshwater blenny,TRUE,1,1,
Salmo akairos,accepted name,62271,Salmo akairos,Teleostei,Salmoniformes,Salmonidae,Salmo,NA,TRUE,1,0,
Salmo macrostigma,accepted name,4879,Salmo macrostigma,Teleostei,Salmoniformes,Salmonidae,Salmo,NA,TRUE,1,1,
Salmo multipunctatus,accepted name,67944,Salmo multipunctatus,Teleostei,Salmoniformes,Salmonidae,Salmo,Draa trout,TRUE,1,0,
Salmo pallaryi,accepted name,61455,Salmo pallaryi,Teleostei,Salmoniformes,Salmonidae,Salmo,NA,TRUE,1,0,
Salmo pellegrini,accepted name,68960,Salmo pellegrini,Teleostei,Salmoniformes,Salmonidae,Salmo,NA,TRUE,1,0,
Salmo salar,accepted name,236,Salmo salar,Teleostei,Salmoniformes,Salmonidae,Salmo,Atlantic salmon,TRUE,1,1,
Salmo trutta,accepted name,238,Salmo trutta,Teleostei,Salmoniformes,Salmonidae,Salmo,Sea trout,FALSE,1,1,
Salmo viridis,accepted name,68117,Salmo viridis,Teleostei,Salmoniformes,Salmonidae,Salmo,Green trout,TRUE,1,0,
Salvelinus alpinus,accepted name,247,Salvelinus alpinus,Teleostei,Salmoniformes,Salmonidae,Salvelinus,Arctic char,TRUE,1,1,
Salvelinus fontinalis,accepted name,246,Salvelinus fontinalis,Teleostei,Salmoniformes,Salmonidae,Salvelinus,Brook trout,FALSE,1,1,
Sanagia velifera,accepted name,11623,Sanagia velifera,Teleostei,Cypriniformes,Cyprinidae,Sanagia,NA,TRUE,1,0,
Sandelia bainsii,accepted name,10053,Sandelia bainsii,Teleostei,Anabantiformes,Anabantidae,Sandelia,Rocky kurper,TRUE,1,0,
Sandelia capensis,accepted name,10054,Sandelia capensis,Teleostei,Anabantiformes,Anabantidae,Sandelia,Cape kurper,TRUE,1,0,
Sander lucioperca,accepted name,360,Sander lucioperca,Teleostei,Perciformes/Percoidei,Percidae,Sander,Pike-perch,FALSE,1,1,
Sardina pilchardus,accepted name,1350,Sardina pilchardus,Teleostei,Clupeiformes,Alosidae,Sardina,European pilchard,TRUE,1,1,
Sargochromis carlottae,accepted name,5364,Sargochromis carlottae,Teleostei,Cichliformes,Cichlidae,Sargochromis,Rainbow happy,TRUE,1,0,
Sargochromis codringtonii,accepted name,5361,Sargochromis codringtonii,Teleostei,Cichliformes,Cichlidae,Sargochromis,Green happy,TRUE,1,0,
Sargochromis coulteri,accepted name,6899,Sargochromis coulteri,Teleostei,Cichliformes,Cichlidae,Sargochromis,Cunene happy,TRUE,1,0,
Sargochromis giardi,accepted name,5363,Sargochromis giardi,Teleostei,Cichliformes,Cichlidae,Sargochromis,Pink happy,TRUE,1,0,
Sargochromis greenwoodi,accepted name,6901,Sargochromis greenwoodi,Teleostei,Cichliformes,Cichlidae,Sargochromis,Greenwood's happy,TRUE,1,0,
Sargochromis mellandi,accepted name,6904,Sargochromis mellandi,Teleostei,Cichliformes,Cichlidae,Sargochromis,Snaileater,TRUE,1,0,
